ticker,sector,source,sections_found,call_date,event_date,ew_risk_score,hedge_density,neg_sentiment,backward_ratio,sentiment_trajectory,actual_1d,actual_3d,actual_5d,signal,correct_1d,correct_3d,correct_5d
UNH,Healthcare,edgar,False,2026-01-27,2026-01-27,51.18,0.2891,0.1901,0.5625,0.2407,-0.196053,-0.168781,-0.187834,NEGATIVE,True,True,True
VLO,Energy,edgar,False,2025-04-24,2025-04-24,48.27,0.5102,0.1349,0.7143,0.0418,-0.009956,0.002183,0.013886,NEUTRAL,,,
VLO,Energy,edgar,False,2025-07-24,2025-07-24,41.92,0.4837,0.1048,0.6852,0.0401,-0.0488,-0.01891,-0.055375,NEUTRAL,,,
VLO,Energy,edgar,False,2025-09-19,2025-09-19,12.5,0.0,0.0,0.5,-0.1039,-0.007507,0.039915,0.06451,POSITIVE,False,True,True
VLO,Energy,edgar,False,2025-10-23,2025-10-23,48.85,0.5096,0.1364,0.7273,0.0451,0.069562,0.077099,0.054303,NEUTRAL,,,
VLO,Energy,edgar,False,2025-10-29,2025-10-29,5.56,0.0,0.0,0.2222,0.3876,0.007795,0.001299,-0.001358,POSITIVE,True,True,False
VLO,Energy,edgar,False,2026-01-29,2026-01-29,50.78,0.3836,0.1575,0.7241,0.0919,-0.008314,-0.02065,0.072764,NEGATIVE,True,True,False
WFC,Financials,motleyfool,True,2024-01-12,2024-01-12,53.72,1.1225,0.1497,0.5021,0.2425,-0.033442,-0.048328,-0.01876,NEGATIVE,True,True,True
WFC,Financials,motleyfool,True,2024-04-12,2024-04-12,47.01,0.8505,0.1236,0.5617,0.1997,-0.003881,-0.004939,0.036162,NEUTRAL,,,
WFC,Financials,motleyfool,True,2024-07-12,2024-07-12,47.55,0.8931,0.1326,0.4974,0.2468,-0.060173,0.00133,-0.015293,NEUTRAL,,,
WFC,Financials,motleyfool,True,2024-10-11,2024-10-11,51.18,0.6979,0.1557,0.5849,0.2048,0.056104,0.091429,0.114805,NEGATIVE,False,False,False
WFC,Financials,edgar,False,2025-07-31,2025-07-31,10.0,0.0,0.0,0.4,0.2599,-0.014062,-0.051357,-0.05099,POSITIVE,False,False,False
WFC,Financials,edgar,False,2025-10-14,2025-10-14,31.25,0.4292,0.0769,0.4828,0.4392,0.071465,0.064369,0.089964,NEUTRAL,,,
WFC,Financials,edgar,False,2025-12-12,2025-12-12,6.25,0.0,0.0,0.25,-0.0937,0.001836,-0.00432,-0.011988,POSITIVE,True,False,False
WFC,Financials,edgar,False,2026-01-14,2026-01-14,28.56,0.116,0.0784,0.5319,0.6079,-0.046067,-0.055366,-0.079521,NEUTRAL,,,
WFC,Financials,edgar,False,2026-01-22,2026-01-22,46.73,0.5131,0.1361,0.6429,0.0425,0.022294,0.022411,0.022178,NEUTRAL,,,
WFC,Financials,edgar,False,2026-02-25,2026-02-25,13.9,0.0,0.0556,0.1667,-0.0659,0.025896,-0.036893,-0.024122,POSITIVE,True,False,False
XOM,Energy,edgar,False,2025-07-07,2025-07-07,50.69,1.1765,0.2308,0.0,-0.0765,-0.009715,0.01426,0.028788,NEGATIVE,True,False,False
XOM,Energy,edgar,False,2025-08-01,2025-08-01,31.01,0.2851,0.1024,0.3714,0.2609,-0.017915,-0.039412,-0.050967,NEUTRAL,,,
XOM,Energy,edgar,False,2025-10-06,2025-10-06,49.05,1.1547,0.1923,0.0,-0.0768,0.008299,0.00671,-0.022338,NEUTRAL,,,
XOM,Energy,edgar,False,2025-10-31,2025-10-31,32.47,0.2426,0.1124,0.3826,0.2947,-0.002877,-0.004796,-0.001657,NEUTRAL,,,
XOM,Energy,edgar,False,2026-01-07,2026-01-07,46.85,0.9901,0.1923,0.0,-0.0776,-0.021148,0.029409,0.045353,NEUTRAL,,,
XOM,Energy,edgar,False,2026-01-30,2026-01-30,28.7,0.196,0.0955,0.375,0.2706,0.006334,0.022916,0.039641,NEUTRAL,,,
